,subgroup,modeldate,approve_estimate,disapprove_estimate,M_Month,M_Day,M_Year
1305,Adults,7/2/2018,41.2618,52.332570000000004,7,2,2018
1306,Voters,7/2/2018,43.01169,52.21621,7,2,2018
1307,All polls,7/2/2018,42.002959999999995,52.19925,7,2,2018
1308,All polls,7/1/2018,41.79801,52.26242,7,1,2018
1309,Voters,7/1/2018,42.93697,52.30202,7,1,2018
1310,Adults,7/1/2018,41.02074,52.3112,7,1,2018
1311,All polls,6/30/2018,41.75614,52.33812,6,30,2018
1312,Adults,6/30/2018,40.903690000000005,52.44347,6,30,2018
1313,Voters,6/30/2018,42.97145,51.971779999999995,6,30,2018
1314,Voters,6/29/2018,42.97145,51.971779999999995,6,29,2018
1315,Adults,6/29/2018,40.903690000000005,52.44347,6,29,2018
1316,All polls,6/29/2018,41.75614,52.33812,6,29,2018
1317,Voters,6/28/2018,43.176629999999996,51.7826,6,28,2018
1318,Adults,6/28/2018,41.14184,52.17743,6,28,2018
1319,All polls,6/28/2018,41.89148,52.20862,6,28,2018
1320,Voters,6/27/2018,43.1776,51.78136,6,27,2018
1321,Adults,6/27/2018,41.137190000000004,52.32512,6,27,2018
1322,All polls,6/27/2018,41.87872,52.31686,6,27,2018
1323,Adults,6/26/2018,41.62234,51.86994,6,26,2018
1324,Voters,6/26/2018,43.1865,51.20868,6,26,2018
1325,All polls,6/26/2018,42.19255,51.68388,6,26,2018
1326,Adults,6/25/2018,41.64418,51.83811,6,25,2018
1327,Voters,6/25/2018,43.1451,51.36792,6,25,2018
1328,All polls,6/25/2018,42.29508,51.5812,6,25,2018
1329,Adults,6/24/2018,41.905229999999996,51.86218,6,24,2018
1330,Voters,6/24/2018,43.16301,51.37271,6,24,2018
1331,All polls,6/24/2018,42.49755,51.60103,6,24,2018
1332,Adults,6/23/2018,41.71001,51.8934,6,23,2018
1333,All polls,6/23/2018,42.37092,51.610479999999995,6,23,2018
1334,Voters,6/23/2018,43.16301,51.37271,6,23,2018
1335,Voters,6/22/2018,43.16301,51.37271,6,22,2018
1336,Adults,6/22/2018,41.71001,51.8934,6,22,2018
1337,All polls,6/22/2018,42.37092,51.610479999999995,6,22,2018
1338,Voters,6/21/2018,43.334740000000004,51.11761,6,21,2018
1339,Adults,6/21/2018,42.00172,51.48632,6,21,2018
1340,All polls,6/21/2018,42.56531,51.346740000000004,6,21,2018
1341,Voters,6/20/2018,43.469840000000005,51.1004,6,20,2018
1342,Adults,6/20/2018,42.0325,51.43397,6,20,2018
1343,All polls,6/20/2018,42.51168,51.4082,6,20,2018
1344,Voters,6/19/2018,43.08958,51.52604,6,19,2018
1345,Adults,6/19/2018,42.07304,51.28459,6,19,2018
1346,All polls,6/19/2018,42.30142,51.532540000000004,6,19,2018
1347,Adults,6/18/2018,42.00614,51.342290000000006,6,18,2018
1348,Voters,6/18/2018,42.97183,51.62914,6,18,2018
1349,All polls,6/18/2018,42.23578,51.61955,6,18,2018
1350,Voters,6/17/2018,43.42542,51.15118,6,17,2018
1351,All polls,6/17/2018,42.0946,51.81807,6,17,2018
1352,Adults,6/17/2018,41.52295,51.69101,6,17,2018
1353,Adults,6/16/2018,41.52295,51.69101,6,16,2018
1354,All polls,6/16/2018,42.0946,51.81807,6,16,2018
1355,Voters,6/16/2018,43.42542,51.15118,6,16,2018
1356,Adults,6/15/2018,41.52295,51.69101,6,15,2018
1357,Voters,6/15/2018,43.42542,51.15118,6,15,2018
1358,All polls,6/15/2018,42.0946,51.81807,6,15,2018
1359,Voters,6/14/2018,43.3681,50.98183,6,14,2018
1360,Adults,6/14/2018,40.8569,51.99017,6,14,2018
1361,All polls,6/14/2018,41.79745,51.692409999999995,6,14,2018
1362,Voters,6/13/2018,42.78136,52.09525,6,13,2018
1363,Adults,6/13/2018,40.13609,53.3097,6,13,2018
1364,All polls,6/13/2018,41.43065,52.53515,6,13,2018
1365,Voters,6/12/2018,42.87965,52.14505,6,12,2018
1366,Adults,6/12/2018,40.02678,53.47269,6,12,2018
1367,All polls,6/12/2018,41.56427,52.58851,6,12,2018
1368,Adults,6/11/2018,40.01291,53.598980000000005,6,11,2018
1369,Voters,6/11/2018,42.78002,52.28406,6,11,2018
1370,All polls,6/11/2018,41.502309999999994,52.726330000000004,6,11,2018
1371,Voters,6/10/2018,42.79602,52.013870000000004,6,10,2018
1372,Adults,6/10/2018,40.18627,53.82103000000001,6,10,2018
1373,All polls,6/10/2018,41.628840000000004,52.641780000000004,6,10,2018
1374,Voters,6/9/2018,42.79602,52.013870000000004,6,9,2018
1375,Adults,6/9/2018,40.18627,53.82103000000001,6,9,2018
1376,All polls,6/9/2018,41.628840000000004,52.641780000000004,6,9,2018
1377,Voters,6/8/2018,43.00425,51.7534,6,8,2018
1378,Adults,6/8/2018,40.40632,53.677609999999994,6,8,2018
1379,All polls,6/8/2018,41.776340000000005,52.53764,6,8,2018
1380,Voters,6/7/2018,43.0961,51.68435,6,7,2018
1381,Adults,6/7/2018,40.42962,53.628040000000006,6,7,2018
1382,All polls,6/7/2018,41.86653,52.44299,6,7,2018
1383,Voters,6/6/2018,42.50404,51.87386,6,6,2018
1384,Adults,6/6/2018,40.332370000000004,53.70401,6,6,2018
1385,All polls,6/6/2018,41.31416,52.561330000000005,6,6,2018
1386,Voters,6/5/2018,42.83619,52.36436,6,5,2018
1387,Adults,6/5/2018,40.44235,53.55141999999999,6,5,2018
1388,All polls,6/5/2018,41.41488,52.99069,6,5,2018
1389,Voters,6/4/2018,43.17106,52.14459,6,4,2018
1390,Adults,6/4/2018,40.69446,53.403209999999994,6,4,2018
1391,All polls,6/4/2018,41.60794,52.910709999999995,6,4,2018
1392,Adults,6/3/2018,40.717659999999995,52.98875,6,3,2018
1393,Voters,6/3/2018,43.15339,52.21043,6,3,2018
1394,All polls,6/3/2018,41.60918,52.67281,6,3,2018
1395,Voters,6/2/2018,43.15339,52.21043,6,2,2018
1396,Adults,6/2/2018,40.717659999999995,52.98875,6,2,2018
1397,All polls,6/2/2018,41.60918,52.67281,6,2,2018
1398,Voters,6/1/2018,43.01175,52.32869,6,1,2018
1399,Adults,6/1/2018,40.71828,53.13774,6,1,2018
1400,All polls,6/1/2018,41.61631,52.778130000000004,6,1,2018
1401,Voters,5/31/2018,42.98384,52.503769999999996,5,31,2018
1402,Adults,5/31/2018,40.8495,53.177119999999995,5,31,2018
1403,All polls,5/31/2018,41.646159999999995,52.86674,5,31,2018
1404,Voters,5/30/2018,43.83958,51.92925,5,30,2018
1405,Adults,5/30/2018,41.6642,52.75167,5,30,2018
1406,All polls,5/30/2018,42.29955,52.507059999999996,5,30,2018
1407,Voters,5/29/2018,43.78471,51.98037,5,29,2018
1408,Adults,5/29/2018,41.76685,52.839259999999996,5,29,2018
1409,All polls,5/29/2018,42.401709999999994,52.541180000000004,5,29,2018
1410,Voters,5/28/2018,43.84,51.94191,5,28,2018
1411,Adults,5/28/2018,41.99337,52.63074,5,28,2018
1412,All polls,5/28/2018,42.58736,52.37592,5,28,2018
1413,Voters,5/27/2018,43.79807,52.02154,5,27,2018
1414,Adults,5/27/2018,42.22683,52.47744,5,27,2018
1415,All polls,5/27/2018,42.700379999999996,52.33014,5,27,2018
1416,Voters,5/26/2018,43.79807,52.02154,5,26,2018
1417,Adults,5/26/2018,42.22683,52.47744,5,26,2018
1418,All polls,5/26/2018,42.700379999999996,52.33014,5,26,2018
1419,Voters,5/25/2018,43.59041,52.06197,5,25,2018
1420,Adults,5/25/2018,41.50639,52.96363,5,25,2018
1421,All polls,5/25/2018,42.25806,52.62941,5,25,2018
1422,Voters,5/24/2018,43.5501,52.115429999999996,5,24,2018
1423,Adults,5/24/2018,41.47203,53.01518000000001,5,24,2018
1424,All polls,5/24/2018,42.22643,52.69279,5,24,2018
1425,Voters,5/23/2018,43.61057,52.018840000000004,5,23,2018
1426,Adults,5/23/2018,41.43077,53.058209999999995,5,23,2018
1427,All polls,5/23/2018,42.15873,52.637319999999995,5,23,2018
1428,Voters,5/22/2018,44.31966,51.374109999999995,5,22,2018
1429,Adults,5/22/2018,41.62594,53.08809,5,22,2018
1430,All polls,5/22/2018,42.2518,52.59256,5,22,2018
1431,Adults,5/21/2018,41.47403,53.08644,5,21,2018
1432,Voters,5/21/2018,43.82499,51.68853,5,21,2018
1433,All polls,5/21/2018,42.017379999999996,52.685930000000006,5,21,2018
1434,Adults,5/20/2018,41.892520000000005,52.66195,5,20,2018
1435,Voters,5/20/2018,43.97738,51.6349,5,20,2018
1436,All polls,5/20/2018,42.38191,52.34803,5,20,2018
1437,Adults,5/19/2018,41.892520000000005,52.66195,5,19,2018
1438,All polls,5/19/2018,42.38191,52.34803,5,19,2018
1439,Voters,5/19/2018,43.97738,51.6349,5,19,2018
1440,Adults,5/18/2018,41.892520000000005,52.66195,5,18,2018
1441,All polls,5/18/2018,42.38191,52.34803,5,18,2018
1442,Voters,5/18/2018,43.97738,51.6349,5,18,2018
1443,Adults,5/17/2018,41.84563,52.422259999999994,5,17,2018
1444,Voters,5/17/2018,44.0947,51.43144,5,17,2018
1445,All polls,5/17/2018,42.26259,52.27131,5,17,2018
1446,Voters,5/16/2018,44.029090000000004,51.47376,5,16,2018
1447,Adults,5/16/2018,41.79456,52.576840000000004,5,16,2018
1448,All polls,5/16/2018,42.14801,52.41426,5,16,2018
1449,Adults,5/15/2018,41.96143,52.51834,5,15,2018
1450,Voters,5/15/2018,44.40396,51.21085,5,15,2018
1451,All polls,5/15/2018,42.329840000000004,52.35731,5,15,2018
1452,Voters,5/14/2018,43.98285,51.49353,5,14,2018
1453,Adults,5/14/2018,41.646229999999996,52.556230000000006,5,14,2018
1454,All polls,5/14/2018,42.099909999999994,52.393209999999996,5,14,2018
1455,Voters,5/13/2018,44.05393,51.25135,5,13,2018
1456,Adults,5/13/2018,41.87981,52.13836,5,13,2018
1457,All polls,5/13/2018,42.12308,52.041740000000004,5,13,2018
1458,Voters,5/12/2018,44.05393,51.25135,5,12,2018
1459,Adults,5/12/2018,41.87981,52.13836,5,12,2018
1460,All polls,5/12/2018,42.12308,52.041740000000004,5,12,2018
1461,Adults,5/11/2018,41.77017,51.988490000000006,5,11,2018
1462,Voters,5/11/2018,43.863409999999995,51.418659999999996,5,11,2018
1463,All polls,5/11/2018,42.025659999999995,51.97548,5,11,2018
1464,Adults,5/10/2018,41.77017,51.988490000000006,5,10,2018
1465,Voters,5/10/2018,43.78321,51.52347,5,10,2018
1466,All polls,5/10/2018,41.965709999999994,52.030229999999996,5,10,2018
1467,Voters,5/9/2018,43.90227,51.34514,5,9,2018
1468,Adults,5/9/2018,41.68295,51.72627,5,9,2018
1469,All polls,5/9/2018,41.8737,51.906279999999995,5,9,2018
1470,Voters,5/8/2018,44.279579999999996,50.979890000000005,5,8,2018
1471,Adults,5/8/2018,41.55399,52.40225,5,8,2018
1472,All polls,5/8/2018,41.90759,52.25288,5,8,2018
1473,Voters,5/7/2018,44.40765,50.87634,5,7,2018
1474,All polls,5/7/2018,42.01726,51.940509999999996,5,7,2018
1475,Adults,5/7/2018,41.64465,51.93254,5,7,2018
1476,Voters,5/6/2018,44.467659999999995,51.08508,5,6,2018
1477,Adults,5/6/2018,41.63478,51.85504,5,6,2018
1478,All polls,5/6/2018,42.0897,52.03342,5,6,2018
1479,Adults,5/5/2018,41.63478,51.85504,5,5,2018
1480,All polls,5/5/2018,42.0897,52.03342,5,5,2018
1481,Voters,5/5/2018,44.467659999999995,51.08508,5,5,2018
1482,Voters,5/4/2018,43.6785,51.79247,5,4,2018
1483,Adults,5/4/2018,40.6316,52.520630000000004,5,4,2018
1484,All polls,5/4/2018,41.41713,52.48483,5,4,2018
1485,Voters,5/3/2018,43.54569,51.8676,5,3,2018
1486,Adults,5/3/2018,40.6316,52.520630000000004,5,3,2018
1487,All polls,5/3/2018,41.31839,52.531119999999994,5,3,2018
1488,Adults,5/2/2018,40.41153,53.05294,5,2,2018
1489,Voters,5/2/2018,43.28582,52.10906,5,2,2018
1490,All polls,5/2/2018,41.151720000000005,52.91795,5,2,2018
1491,Voters,5/1/2018,43.46177,51.831759999999996,5,1,2018
1492,Adults,5/1/2018,40.409890000000004,53.1492,5,1,2018
1493,All polls,5/1/2018,41.21312,52.94305,5,1,2018
1494,Adults,4/30/2018,39.543479999999995,54.13103,4,30,2018
1495,Voters,4/30/2018,42.08463,53.31245,4,30,2018
1496,All polls,4/30/2018,40.641459999999995,53.66854,4,30,2018
1497,Voters,4/29/2018,42.05209,53.37514,4,29,2018
1498,Adults,4/29/2018,39.132659999999994,54.52254,4,29,2018
1499,All polls,4/29/2018,40.37253,53.955009999999994,4,29,2018
1500,Voters,4/28/2018,42.05209,53.37514,4,28,2018
1501,Adults,4/28/2018,39.132659999999994,54.52254,4,28,2018
1502,All polls,4/28/2018,40.37253,53.955009999999994,4,28,2018
1503,Voters,4/27/2018,42.23556,53.187219999999996,4,27,2018
1504,Adults,4/27/2018,39.422259999999994,54.15064,4,27,2018
1505,All polls,4/27/2018,40.59867,53.73806999999999,4,27,2018
1506,Adults,4/26/2018,39.422259999999994,54.15064,4,26,2018
1507,Voters,4/26/2018,42.22429,53.21845,4,26,2018
1508,All polls,4/26/2018,40.59169,53.74831999999999,4,26,2018
1509,Voters,4/25/2018,42.118140000000004,53.1568,4,25,2018
1510,Adults,4/25/2018,39.29548,54.252159999999996,4,25,2018
1511,All polls,4/25/2018,40.51619,53.66458000000001,4,25,2018
1512,Adults,4/24/2018,39.473729999999996,54.63929,4,24,2018
1513,Voters,4/24/2018,41.7774,53.26458,4,24,2018
1514,All polls,4/24/2018,40.34375,53.9503,4,24,2018
1515,Adults,4/23/2018,39.19358,55.050309999999996,4,23,2018
1516,Voters,4/23/2018,41.86631,53.566919999999996,4,23,2018
1517,All polls,4/23/2018,40.16019,54.26084,4,23,2018
1518,All polls,4/22/2018,40.28197,54.28614,4,22,2018
1519,Voters,4/22/2018,41.86242,53.666990000000006,4,22,2018
1520,Adults,4/22/2018,39.2908,55.13511999999999,4,22,2018
1521,Voters,4/21/2018,41.86242,53.666990000000006,4,21,2018
1522,All polls,4/21/2018,40.28197,54.28614,4,21,2018
1523,Adults,4/21/2018,39.2908,55.13511999999999,4,21,2018
1524,Adults,4/20/2018,39.2908,55.13511999999999,4,20,2018
1525,Voters,4/20/2018,41.86242,53.666990000000006,4,20,2018
1526,All polls,4/20/2018,40.28197,54.28614,4,20,2018
1527,Voters,4/19/2018,41.802209999999995,53.766169999999995,4,19,2018
1528,Adults,4/19/2018,39.19129,55.073519999999995,4,19,2018
1529,All polls,4/19/2018,40.21317,54.22119,4,19,2018
1530,Voters,4/18/2018,41.69412,53.900580000000005,4,18,2018
1531,Adults,4/18/2018,39.05623,55.20915,4,18,2018
1532,All polls,4/18/2018,40.16125,54.267959999999995,4,18,2018
1533,Adults,4/17/2018,39.39812,54.941269999999996,4,17,2018
1534,Voters,4/17/2018,42.33051,53.1986,4,17,2018
1535,All polls,4/17/2018,40.592929999999996,53.83203,4,17,2018
1536,Voters,4/16/2018,42.53479,52.87266999999999,4,16,2018
1537,Adults,4/16/2018,39.45117,54.69387,4,16,2018
1538,All polls,4/16/2018,40.70876,53.57156,4,16,2018
1539,Adults,4/15/2018,39.45118,54.83865,4,15,2018
1540,Voters,4/15/2018,41.82263,53.195330000000006,4,15,2018
1541,All polls,4/15/2018,40.59587,53.78901,4,15,2018
1542,Voters,4/14/2018,41.82263,53.195330000000006,4,14,2018
1543,Adults,4/14/2018,39.51859,54.07335,4,14,2018
1544,All polls,4/14/2018,40.77415,53.20907,4,14,2018
1545,Voters,4/13/2018,41.82263,53.195330000000006,4,13,2018
1546,Adults,4/13/2018,39.51859,54.07335,4,13,2018
1547,All polls,4/13/2018,40.77415,53.20907,4,13,2018
1548,Voters,4/12/2018,41.77796,53.09574,4,12,2018
1549,Adults,4/12/2018,39.33269,54.10183000000001,4,12,2018
1550,All polls,4/12/2018,40.630829999999996,53.26645,4,12,2018
1551,Adults,4/11/2018,39.21613,54.188480000000006,4,11,2018
1552,Voters,4/11/2018,41.79477,53.2348,4,11,2018
1553,All polls,4/11/2018,40.6097,53.29696,4,11,2018
1554,Adults,4/10/2018,39.34561,54.23931999999999,4,10,2018
1555,Voters,4/10/2018,41.75703,53.155280000000005,4,10,2018
1556,All polls,4/10/2018,40.606159999999996,53.353609999999996,4,10,2018
1557,Voters,4/9/2018,41.16166,54.16276,4,9,2018
1558,Adults,4/9/2018,39.34561,54.23931999999999,4,9,2018
1559,All polls,4/9/2018,40.23806,53.8853,4,9,2018
1560,Adults,4/8/2018,39.02662,54.37126,4,8,2018
1561,Voters,4/8/2018,41.01259,54.238319999999995,4,8,2018
1562,All polls,4/8/2018,39.96867,53.99965,4,8,2018
1563,Adults,4/7/2018,39.02662,54.37126,4,7,2018
1564,All polls,4/7/2018,39.96867,53.99965,4,7,2018
1565,Voters,4/7/2018,41.01259,54.238319999999995,4,7,2018
1566,Adults,4/6/2018,39.02662,54.37126,4,6,2018
1567,Voters,4/6/2018,41.01259,54.238319999999995,4,6,2018
1568,All polls,4/6/2018,39.96867,53.99965,4,6,2018
1569,Adults,4/5/2018,39.407,54.104319999999994,4,5,2018
1570,Voters,4/5/2018,41.3074,54.029830000000004,4,5,2018
1571,All polls,4/5/2018,40.22276,53.80376999999999,4,5,2018
1572,Voters,4/4/2018,41.36893,54.05376,4,4,2018
1573,Adults,4/4/2018,39.37093,54.10816,4,4,2018
1574,All polls,4/4/2018,40.301829999999995,53.75499,4,4,2018
1575,Voters,4/3/2018,41.39609,53.92669,4,3,2018
1576,Adults,4/3/2018,39.564240000000005,53.97991,4,3,2018
1577,All polls,4/3/2018,40.39435,53.6718,4,3,2018
1578,Adults,4/2/2018,39.87597,53.67165,4,2,2018
1579,Voters,4/2/2018,41.647079999999995,53.63681,4,2,2018
1580,All polls,4/2/2018,40.62948,53.48064,4,2,2018
1581,All polls,4/1/2018,40.54322,53.42228000000001,4,1,2018
1582,Voters,4/1/2018,41.3702,53.74371,4,1,2018
1583,Adults,4/1/2018,39.948890000000006,53.5807,4,1,2018
1584,All polls,3/31/2018,40.54322,53.42228000000001,3,31,2018
1585,Adults,3/31/2018,39.948890000000006,53.5807,3,31,2018
1586,Voters,3/31/2018,41.3702,53.74371,3,31,2018
1587,Voters,3/30/2018,41.3702,53.74371,3,30,2018
1588,Adults,3/30/2018,39.948890000000006,53.5807,3,30,2018
1589,All polls,3/30/2018,40.54322,53.42228000000001,3,30,2018
1590,Voters,3/29/2018,41.06978,53.94359,3,29,2018
1591,Adults,3/29/2018,39.58919,53.80489,3,29,2018
1592,All polls,3/29/2018,40.21669,53.6349,3,29,2018
1593,Voters,3/28/2018,41.04078,54.00505,3,28,2018
1594,Adults,3/28/2018,39.53133,53.80369,3,28,2018
1595,All polls,3/28/2018,40.191109999999995,53.63828,3,28,2018
1596,Adults,3/27/2018,39.58513,54.15356,3,27,2018
1597,Voters,3/27/2018,41.54846,53.70638,3,27,2018
1598,All polls,3/27/2018,40.46638,53.6646,3,27,2018
1599,Adults,3/26/2018,40.087740000000004,53.9929,3,26,2018
1600,Voters,3/26/2018,42.51164,52.90974,3,26,2018
1601,All polls,3/26/2018,41.095040000000004,53.394740000000006,3,26,2018
1602,Adults,3/25/2018,39.4158,54.208819999999996,3,25,2018
1603,Voters,3/25/2018,42.35456,52.825309999999995,3,25,2018
1604,All polls,3/25/2018,40.74137,53.483259999999994,3,25,2018
1605,Adults,3/24/2018,39.4158,54.208819999999996,3,24,2018
1606,All polls,3/24/2018,40.416340000000005,53.52802,3,24,2018
1607,Voters,3/24/2018,41.95313,52.8746,3,24,2018
1608,Voters,3/23/2018,42.10215,52.51001,3,23,2018
1609,Adults,3/23/2018,39.77478,53.7398,3,23,2018
1610,All polls,3/23/2018,40.67521,53.18119,3,23,2018
1611,Voters,3/22/2018,41.91279,52.78131,3,22,2018
1612,Adults,3/22/2018,39.61889,54.178909999999995,3,22,2018
1613,All polls,3/22/2018,40.63551,53.40971999999999,3,22,2018
1614,Voters,3/21/2018,41.845690000000005,52.80284,3,21,2018
1615,Adults,3/21/2018,39.61889,54.178909999999995,3,21,2018
1616,All polls,3/21/2018,40.587720000000004,53.425290000000004,3,21,2018
1617,Voters,3/20/2018,42.0102,52.846540000000005,3,20,2018
1618,Adults,3/20/2018,39.91188,54.1452,3,20,2018
1619,All polls,3/20/2018,40.73125,53.52146,3,20,2018
1620,Voters,3/19/2018,41.74577,53.18254,3,19,2018
1621,Adults,3/19/2018,39.92498,54.208459999999995,3,19,2018
1622,All polls,3/19/2018,40.73995,53.557109999999994,3,19,2018
1623,Voters,3/18/2018,41.56427,53.644940000000005,3,18,2018
1624,All polls,3/18/2018,40.5158,53.84089,3,18,2018
1625,Adults,3/18/2018,39.85175,54.169909999999994,3,18,2018
1626,Adults,3/17/2018,39.403220000000005,54.207840000000004,3,17,2018
1627,All polls,3/17/2018,40.24184,53.877390000000005,3,17,2018
1628,Voters,3/17/2018,41.56427,53.644940000000005,3,17,2018
1629,Adults,3/16/2018,39.403220000000005,54.207840000000004,3,16,2018
1630,Voters,3/16/2018,41.56427,53.644940000000005,3,16,2018
1631,All polls,3/16/2018,40.24184,53.877390000000005,3,16,2018
1632,Voters,3/15/2018,42.00203,53.18635,3,15,2018
1633,Adults,3/15/2018,39.797090000000004,53.7982,3,15,2018
1634,All polls,3/15/2018,40.462959999999995,53.65602,3,15,2018
1635,Voters,3/14/2018,41.90339,53.298080000000006,3,14,2018
1636,Adults,3/14/2018,39.64307,54.28221,3,14,2018
1637,All polls,3/14/2018,40.42437,53.993030000000005,3,14,2018
1638,Voters,3/13/2018,42.08287,53.00063000000001,3,13,2018
1639,Adults,3/13/2018,39.73454,54.208180000000006,3,13,2018
1640,All polls,3/13/2018,40.52831,53.88568000000001,3,13,2018
1641,Voters,3/12/2018,41.94425,52.77081,3,12,2018
1642,Adults,3/12/2018,40.034,53.535059999999994,3,12,2018
1643,All polls,3/12/2018,40.65869,53.42641,3,12,2018
1644,Voters,3/11/2018,41.959379999999996,52.779740000000004,3,11,2018
1645,All polls,3/11/2018,40.67968,53.42613000000001,3,11,2018
1646,Adults,3/11/2018,40.05423,53.49677,3,11,2018
1647,Adults,3/10/2018,40.05423,53.49677,3,10,2018
1648,All polls,3/10/2018,40.67968,53.42613000000001,3,10,2018
1649,Voters,3/10/2018,41.959379999999996,52.779740000000004,3,10,2018
1650,Adults,3/9/2018,40.05423,53.49677,3,9,2018
1651,Voters,3/9/2018,41.959379999999996,52.779740000000004,3,9,2018
1652,All polls,3/9/2018,40.67968,53.42613000000001,3,9,2018
1653,Voters,3/8/2018,41.920759999999994,52.989340000000006,3,8,2018
1654,Adults,3/8/2018,39.852779999999996,53.78379,3,8,2018
1655,All polls,3/8/2018,40.62883,53.62344,3,8,2018
1656,Voters,3/7/2018,41.3746,53.73106,3,7,2018
1657,Adults,3/7/2018,39.142340000000004,54.501540000000006,3,7,2018
1658,All polls,3/7/2018,40.2174,54.10191999999999,3,7,2018
1659,Voters,3/6/2018,42.360440000000004,53.10275,3,6,2018
1660,Adults,3/6/2018,39.08385,54.47271,3,6,2018
1661,All polls,3/6/2018,40.47234,53.976409999999994,3,6,2018
1662,Adults,3/5/2018,38.82128,54.99964,3,5,2018
1663,Voters,3/5/2018,42.33316,53.538019999999996,3,5,2018
1664,All polls,3/5/2018,40.387409999999996,54.30457,3,5,2018
1665,Voters,3/4/2018,42.28911,53.51625,3,4,2018
1666,All polls,3/4/2018,40.418279999999996,54.26653,3,4,2018
1667,Adults,3/4/2018,38.79745,54.98138,3,4,2018
1668,Adults,3/3/2018,38.79745,54.98138,3,3,2018
1669,All polls,3/3/2018,40.418279999999996,54.26653,3,3,2018
1670,Voters,3/3/2018,42.28911,53.51625,3,3,2018
1671,Adults,3/2/2018,38.79745,54.98138,3,2,2018
1672,Voters,3/2/2018,42.28911,53.51625,3,2,2018
1673,All polls,3/2/2018,40.418279999999996,54.26653,3,2,2018
1674,Voters,3/1/2018,42.70711,53.1734,3,1,2018
1675,Adults,3/1/2018,39.06365,54.6959,3,1,2018
1676,All polls,3/1/2018,40.59626,54.119980000000005,3,1,2018
1677,Voters,2/28/2018,42.09689,53.71484,2,28,2018
1678,Adults,2/28/2018,38.98043,54.79705,2,28,2018
1679,All polls,2/28/2018,40.03228,54.5688,2,28,2018
1680,Voters,2/27/2018,41.69873,53.974680000000006,2,27,2018
1681,Adults,2/27/2018,38.514829999999996,55.173359999999995,2,27,2018
1682,All polls,2/27/2018,39.63747,54.954280000000004,2,27,2018
1683,Adults,2/26/2018,38.247859999999996,55.278319999999994,2,26,2018
1684,Voters,2/26/2018,41.622820000000004,54.165319999999994,2,26,2018
1685,All polls,2/26/2018,39.37048,55.208580000000005,2,26,2018
1686,Voters,2/25/2018,41.42073,54.538059999999994,2,25,2018
1687,Adults,2/25/2018,38.15955,55.380340000000004,2,25,2018
1688,All polls,2/25/2018,39.07833,55.58106,2,25,2018
1689,Voters,2/24/2018,42.07542,53.40005,2,24,2018
1690,Adults,2/24/2018,38.931129999999996,54.8304,2,24,2018
1691,All polls,2/24/2018,40.01941,54.44614,2,24,2018
1692,Voters,2/23/2018,42.07542,53.40005,2,23,2018
1693,Adults,2/23/2018,38.931129999999996,54.8304,2,23,2018
1694,All polls,2/23/2018,40.01941,54.44614,2,23,2018
1695,Voters,2/22/2018,41.70066,53.646,2,22,2018
1696,Adults,2/22/2018,39.61691,53.96153,2,22,2018
1697,All polls,2/22/2018,40.574740000000006,53.902809999999995,2,22,2018
1698,Voters,2/21/2018,41.584959999999995,53.84543000000001,2,21,2018
1699,Adults,2/21/2018,39.41115,54.461369999999995,2,21,2018
1700,All polls,2/21/2018,40.54642,54.18966999999999,2,21,2018
1701,Voters,2/20/2018,43.03841,52.0429,2,20,2018
1702,Adults,2/20/2018,39.41115,54.461369999999995,2,20,2018
1703,All polls,2/20/2018,40.9889,53.43631,2,20,2018
1704,Voters,2/19/2018,43.04725,51.96658,2,19,2018
1705,Adults,2/19/2018,39.5064,54.52228,2,19,2018
1706,All polls,2/19/2018,41.14141,53.41457,2,19,2018
1707,Adults,2/18/2018,39.80095,54.11366999999999,2,18,2018
1708,Voters,2/18/2018,43.03395,51.99947,2,18,2018
1709,All polls,2/18/2018,41.3879,53.141980000000004,2,18,2018
1710,All polls,2/17/2018,41.3879,53.141980000000004,2,17,2018
1711,Voters,2/17/2018,43.03395,51.99947,2,17,2018
1712,Adults,2/17/2018,39.80095,54.11366999999999,2,17,2018
1713,Voters,2/16/2018,43.03395,51.99947,2,16,2018
1714,Adults,2/16/2018,39.80095,54.11366999999999,2,16,2018
1715,All polls,2/16/2018,41.3879,53.141980000000004,2,16,2018
1716,Adults,2/15/2018,39.79505,54.31,2,15,2018
1717,Voters,2/15/2018,43.007509999999996,52.13282,2,15,2018
1718,All polls,2/15/2018,41.45908,53.24955,2,15,2018
1719,Voters,2/14/2018,43.15522,51.87932,2,14,2018
1720,Adults,2/14/2018,39.79505,54.31,2,14,2018
1721,All polls,2/14/2018,41.427859999999995,53.14171999999999,2,14,2018
1722,Voters,2/13/2018,42.799640000000004,52.69311999999999,2,13,2018
1723,Adults,2/13/2018,39.55173,54.45077,2,13,2018
1724,All polls,2/13/2018,40.981629999999996,53.64082,2,13,2018
1725,Voters,2/12/2018,43.30393,52.309490000000004,2,12,2018
1726,Adults,2/12/2018,39.8287,54.30534,2,12,2018
1727,All polls,2/12/2018,40.91967,53.575919999999996,2,12,2018
1728,Voters,2/11/2018,43.31694,52.39967,2,11,2018
1729,All polls,2/11/2018,40.83043,53.56587,2,11,2018
1730,Adults,2/11/2018,39.70684,54.2007,2,11,2018
1731,Adults,2/10/2018,39.70684,54.2007,2,10,2018
